id,name,body_part,page,image_url
08641101,"RotaciÃ³n externa del hombro erguido","Back",24,"https://lyfta.app/images/exercises/08641101.png"
08651101,"Levantamiento de pierna y cadera acostado","Waist",83,"https://lyfta.app/images/exercises/08651101.png"
08681101,"Rizo","Biceps Upper Arms",9,"https://lyfta.app/images/exercises/08681101.png"
08691101,"Press de hombros con palanca","Shoulders",47,"https://lyfta.app/images/exercises/08691101.png"
08701101,"colillas","Waist",108,"https://lyfta.app/images/exercises/08701101.png"
08711101,"Crujiente de pliegue","Waist",35,"https://lyfta.app/images/exercises/08711101.png"
08851101,"Levantamiento de mentiras Smith","Hips",119,"https://lyfta.app/images/exercises/08851101.png"
08871101,"Estocada trasera de Smith","Quadriceps Thighs",48,"https://lyfta.app/images/exercises/08871101.png"
08891101,"MÃºsculos del cuerpo. Femenino. Vista trasera","Full body",201,"https://lyfta.app/images/exercises/08891101.png"
08901101,"MÃºsculos del cuerpo. Femenino. Vista lateral","Full body",201,"https://lyfta.app/images/exercises/08901101.png"
08911101,"ExtensiÃ³n de banda para la espalda","Back",143,"https://lyfta.app/images/exercises/08911101.png"
08921101,"Remo con banda inclinada","Back",180,"https://lyfta.app/images/exercises/08921101.png"
08931101,"ElevaciÃ³n lateral trasera inclinada con banda","Shoulders",108,"https://lyfta.app/images/exercises/08931101.png"
08951101,"Peso muerto con banda","Hips",143,"https://lyfta.app/images/exercises/08951101.png"
08991101,"AbducciÃ³n de cadera con banda","Hips",64,"https://lyfta.app/images/exercises/08991101.png"
09001101,"AducciÃ³n de cadera con banda","Hips",201,"https://lyfta.app/images/exercises/09001101.png"
09041101,"Crunch de rodillas con banda","Waist",125,"https://lyfta.app/images/exercises/09041101.png"
09151101,"FlexiÃ³n de banda","Chest",133,"https://lyfta.app/images/exercises/09151101.png"
09161101,"Empuje de banda","Triceps Upper Arms",143,"https://lyfta.app/images/exercises/09161101.png"
09171101,"Curl inverso con banda","Forearms",108,"https://lyfta.app/images/exercises/09171101.png"
09191101,"Peso muerto con una pierna rÃ­gida con banda","Hips",143,"https://lyfta.app/images/exercises/09191101.png"
09211101,"RotaciÃ³n externa del hombro con banda de pie","Back",68,"https://lyfta.app/images/exercises/09211101.png"
09241101,"RotaciÃ³n interna del hombro con banda de pie","Back",81,"https://lyfta.app/images/exercises/09241101.png"
09321101,"giro de banda","Waist",108,"https://lyfta.app/images/exercises/09321101.png"
09341101,"Remo vertical con banda","Shoulders",119,"https://lyfta.app/images/exercises/09341101.png"
09371101,"Estiramiento de pantorrillas","Calves",38,"https://lyfta.app/images/exercises/09371101.png"
09421101,"Postura del gato","Yoga",153,"https://lyfta.app/images/exercises/09421101.png"
09441101,"Postura de la silla I Utkatasana I","Yoga",201,"https://lyfta.app/images/exercises/09441101.png"
09461101,"Postura de la grulla Bakasana","Yoga",201,"https://lyfta.app/images/exercises/09461101.png"
09501101,"Postura del pez Matsyasana","Yoga",201,"https://lyfta.app/images/exercises/09501101.png"
09521101,"Postura de la media luna Ardha Chandrasana","Yoga",81,"https://lyfta.app/images/exercises/09521101.png"
09591101,"Uttanasana con flexiÃ³n hacia adelante de pie","Yoga",202,"https://lyfta.app/images/exercises/09591101.png"
09641101,"Postura del guerrero I Virabhadrasana I","Yoga",180,"https://lyfta.app/images/exercises/09641101.png"
09671104,"Vista frontal del peso muerto con barra","Back",31,"https://lyfta.app/images/exercises/09671104.png"
09721101,"Crunch de bicicleta con banda","Waist",16,"https://lyfta.app/images/exercises/09721101.png"
09731101,"ElevaciÃ³n de pantorrilla con banda","Calves",202,"https://lyfta.app/images/exercises/09731101.png"
09761101,"Curl de concentraciÃ³n de banda","Biceps Upper Arms",97,"https://lyfta.app/images/exercises/09761101.png"
09821101,"Banda Acostada Cadera RotaciÃ³n Externa","Hips",180,"https://lyfta.app/images/exercises/09821101.png"
09831101,"JalÃ³n con banda arrodillada con un brazo","Back",17,"https://lyfta.app/images/exercises/09831101.png"
09861101,"Curs de bÃ­ceps por encima de la cabeza con un brazo","Biceps Upper Arms",77,"https://lyfta.app/images/exercises/09861101.png"
09901101,"Remo sentado con torsiÃ³n de un brazo con banda","Back",51,"https://lyfta.app/images/exercises/09901101.png"
09911101,"Tirar de la banda","Hips",154,"https://lyfta.app/images/exercises/09911101.png"
09921101,"Abdominales con empuje de banda","Waist",180,"https://lyfta.app/images/exercises/09921101.png"
09941101,"Curl de muÃ±eca inverso con banda","Forearms",91,"https://lyfta.app/images/exercises/09941101.png"
09981101,"ExtensiÃ³n de trÃ­ceps lateral con banda","Triceps Upper Arms",134,"https://lyfta.app/images/exercises/09981101.png"
10031101,"Remo en sentadilla con banda","Back",103,"https://lyfta.app/images/exercises/10031101.png"
10061101,"Remo delt posterior con banda","Shoulders",119,"https://lyfta.app/images/exercises/10061101.png"
10071101,"Crunch giratorio de pie con banda","Waist",180,"https://lyfta.app/images/exercises/10071101.png"
10101101,"Peso muerto con pierna recta con banda","Back",154,"https://lyfta.app/images/exercises/10101101.png"
10121101,"Press de hombros con torsiÃ³n de banda","Shoulders",143,"https://lyfta.app/images/exercises/10121101.png"
10131101,"Pulldown de banda por debajo","Back",143,"https://lyfta.app/images/exercises/10131101.png"
10141101,"Banda v-arriba","Waist",181,"https://lyfta.app/images/exercises/10141101.png"
10171101,"ElevaciÃ³n en Y de banda","Shoulders",143,"https://lyfta.app/images/exercises/10171101.png"
10181101,"encogimiento de hombros","Back",119,"https://lyfta.app/images/exercises/10181101.png"
10191101,"Curva lateral de la banda","Waist",202,"https://lyfta.app/images/exercises/10191101.png"
10211101,"ElevaciÃ³n de piernas de pie con banda","Hips",181,"https://lyfta.app/images/exercises/10211101.png"
10231101,"Peso muerto con banda y espalda recta y piernas rÃ­gidas","Hips",181,"https://lyfta.app/images/exercises/10231101.png"
10281101,"InmersiÃ³n de trÃ­ceps de pie asistida","Triceps Upper Arms",126,"https://lyfta.app/images/exercises/10281101.png"
10301101,"Palanca Pec Deck Fly","Chest",3,"https://lyfta.app/images/exercises/10301101.png"
10311101,"ExtensiÃ³n de cadera con palanca de pie","Hips",25,"https://lyfta.app/images/exercises/10311101.png"
10351101,"AducciÃ³n de cadera lateral con palanca","Hips",96,"https://lyfta.app/images/exercises/10351101.png"
10361101,"Levantamiento de piernas con palanca","Hips",92,"https://lyfta.app/images/exercises/10361101.png"
10391101,"Sentadilla completa con palanca","Thighs",151,"https://lyfta.app/images/exercises/10391101.png"
10401101,"Sentadilla con pistola de palanca","Thighs",132,"https://lyfta.app/images/exercises/10401101.png"
10431101,"FlexiÃ³n del cuello acostado","Neck",18,"https://lyfta.app/images/exercises/10431101.png"
10441101,"Pellizco de placa","Forearms",91,"https://lyfta.app/images/exercises/10441101.png"
10451101,"Press militar sentado","Shoulders",25,"https://lyfta.app/images/exercises/10451101.png"
10471101,"Pulldown frontal con agarre cerrado","Back",9,"https://lyfta.app/images/exercises/10471101.png"
10481101,"ElevaciÃ³n lateral trasera con un brazo tumbado con mancuernas","Shoulders",108,"https://lyfta.app/images/exercises/10481101.png"
10491101,"Contragolpe con una pierna","Hips",58,"https://lyfta.app/images/exercises/10491101.png"
10551101,"Mintiendo","Waist",97,"https://lyfta.app/images/exercises/10551101.png"
10561101,"Estiramiento de glÃºteos acostado","Hips",119,"https://lyfta.app/images/exercises/10561101.png"
10581101,"Estiramiento de pecho con un brazo de pie","Chest",26,"https://lyfta.app/images/exercises/10581101.png"
10601101,"Hip Thrust","Hips",2,"https://lyfta.app/images/exercises/10601101.png"
10661101,"Press de pecho con cable","Chest",113,"https://lyfta.app/images/exercises/10661101.png"
10671101,"Cable desplegable con brazo recto","Back",29,"https://lyfta.app/images/exercises/10671101.png"
10691101,"torsiÃ³n del cable","Waist",108,"https://lyfta.app/images/exercises/10691101.png"
10701101,"Curl del brazo de suspensiÃ³n","Biceps Upper Arms",108,"https://lyfta.app/images/exercises/10701101.png"
10711101,"SuspensiÃ³n Rodilla doblada Remo invertido","Back",202,"https://lyfta.app/images/exercises/10711101.png"
10721101,"InmersiÃ³n en suspensiÃ³n en el pecho","Chest",143,"https://lyfta.app/images/exercises/10721101.png"
10741101,"Mosca de suspensiÃ³n","Chest",108,"https://lyfta.app/images/exercises/10741101.png"
10751101,"ElevaciÃ³n delantera de la suspensiÃ³n","Shoulders",143,"https://lyfta.app/images/exercises/10751101.png"
10771101,"AbducciÃ³n de cadera con suspensiÃ³n","Hips",181,"https://lyfta.app/images/exercises/10771101.png"
10791101,"HiperextensiÃ³n en suspensiÃ³n","Back",154,"https://lyfta.app/images/exercises/10791101.png"
10801101,"Remo invertido con suspensiÃ³n","Back",88,"https://lyfta.app/images/exercises/10801101.png"
10841101,"Alpinista de suspensiÃ³n","Hips",181,"https://lyfta.app/images/exercises/10841101.png"
10881101,"Dominadas con suspensiÃ³n","Back",181,"https://lyfta.app/images/exercises/10881101.png"
10951101,"InmersiÃ³n de trÃ­ceps autoasistido en suspensiÃ³n","Triceps Upper Arms",181,"https://lyfta.app/images/exercises/10951101.png"
11031101,"InmersiÃ³n de trÃ­ceps en suspensiÃ³n","Triceps Upper Arms",143,"https://lyfta.app/images/exercises/11031101.png"
11051101,"Giro de suspensiÃ³n","Waist",202,"https://lyfta.app/images/exercises/11051101.png"
11071101,"SuspensiÃ³n Y ElevaciÃ³n Lateral","Shoulders",143,"https://lyfta.app/images/exercises/11071101.png"
11091101,"Embrague de bÃ­ceps con suspensiÃ³n","Biceps Upper Arms",181,"https://lyfta.app/images/exercises/11091101.png"
11141101,"TablÃ³n delantero de suspensiÃ³n","Waist",166,"https://lyfta.app/images/exercises/11141101.png"
11181101,"Estiramiento lateral en suspensiÃ³n","Back",203,"https://lyfta.app/images/exercises/11181101.png"
11201101,"SuspensiÃ³n fila media","Shoulders",154,"https://lyfta.app/images/exercises/11201101.png"
11241101,"Press de pecho con un brazo en suspensiÃ³n","Chest",143,"https://lyfta.app/images/exercises/11241101.png"
11261101,"Press de pecho con suspensiÃ³n a una pierna","Chest",143,"https://lyfta.app/images/exercises/11261101.png"
11281101,"FlexiÃ³n de suspensiÃ³n","Chest",166,"https://lyfta.app/images/exercises/11281101.png"
11321101,"Estocada lateral con suspensiÃ³n","Quadriceps Thighs",203,"https://lyfta.app/images/exercises/11321101.png"
11361101,"Sentadilla con suspensiÃ³n con una sola pierna","Quadriceps Thighs",203,"https://lyfta.app/images/exercises/11361101.png"
11371101,"Abdominales en suspensiÃ³n","Waist",203,"https://lyfta.app/images/exercises/11371101.png"
11391101,"Mosca dividida con suspensiÃ³n","Shoulders",144,"https://lyfta.app/images/exercises/11391101.png"
11431101,"Sentadilla en suspensiÃ³n","Quadriceps Thighs",203,"https://lyfta.app/images/exercises/11431101.png"
11471101,"Crunch en suspensiÃ³n supina","Waist",203,"https://lyfta.app/images/exercises/11471101.png"
11481101,"Plancha en suspensiÃ³n supina","Waist",182,"https://lyfta.app/images/exercises/11481101.png"
11531101,"Estiramiento de la parte superior de la espalda en suspensiÃ³n","Back",182,"https://lyfta.app/images/exercises/11531101.png"
11551101,"Peso muerto con suspensiÃ³n a una pierna","Hips",154,"https://lyfta.app/images/exercises/11551101.png"
11581101,"Estiramiento lateral de suspensiÃ³n","Quadriceps Thighs",204,"https://lyfta.app/images/exercises/11581101.png"
11591101,"Estocada de abducciÃ³n en suspensiÃ³n","Quadriceps Thighs",154,"https://lyfta.app/images/exercises/11591101.png"
11601101,"Burpee","Cardio",11,"https://lyfta.app/images/exercises/11601101.png"
11611101,"Remo","Cardio",16,"https://lyfta.app/images/exercises/11611101.png"
11631101,"Levantamiento de piernas acostado","Waist",20,"https://lyfta.app/images/exercises/11631101.png"
11671101,"Estiramiento dinÃ¡mico del pecho","Chest",31,"https://lyfta.app/images/exercises/11671101.png"
11701101,"HiperextensiÃ³n de una pierna a 45 grados.","Hips",126,"https://lyfta.app/images/exercises/11701101.png"
11731101,"Press de banca inclinado con agarre inverso ancho","Chest",65,"https://lyfta.app/images/exercises/11731101.png"
11771101,"Press de martillo acostado","Chest",18,"https://lyfta.app/images/exercises/11771101.png"
11801101,"Tumbado y simultÃ¡neo con elevaciÃ³n de piernas rectas y alternadas","Hips",144,"https://lyfta.app/images/exercises/11801101.png"
11831101,"Patada trasera de rodillas de Smith","Hips",104,"https://lyfta.app/images/exercises/11831101.png"
11861101,"ElevaciÃ³n alternativa de pierna recta","Waist",182,"https://lyfta.app/images/exercises/11861101.png"
11881101,"Crujido con torsiÃ³n ponderada","Waist",60,"https://lyfta.app/images/exercises/11881101.png"
11911101,"Prensa de trÃ­ceps","Triceps Upper Arms",8,"https://lyfta.app/images/exercises/11911101.png"
11931101,"TablÃ³n de cruz de hierro","Back",29,"https://lyfta.app/images/exercises/11931101.png"
11951101,"Press de pecho con martillo inclinado y palanca","Chest",26,"https://lyfta.app/images/exercises/11951101.png"
11961101,"Curl de bÃ­ceps alternativo","Biceps Upper Arms",15,"https://lyfta.app/images/exercises/11961101.png"
11971101,"Ponerse en cuclillas","Quadriceps Thighs",9,"https://lyfta.app/images/exercises/11971101.png"
12021101,"Prensa Pallof horizontal de cable","Waist",56,"https://lyfta.app/images/exercises/12021101.png"
12031101,"curl de bÃ­ceps interno con un brazo","Biceps Upper Arms",29,"https://lyfta.app/images/exercises/12031101.png"
12041101,"JalÃ³n lateral con cable a un brazo","Back",9,"https://lyfta.app/images/exercises/12041101.png"
12061101,"salir adelante","Hips",55,"https://lyfta.app/images/exercises/12061101.png"
12081101,"torsiÃ³n del cable","Waist",166,"https://lyfta.app/images/exercises/12081101.png"
12131101,"Prensa Pallof vertical de cable","Waist",144,"https://lyfta.app/images/exercises/12131101.png"
12161101,"ElevaciÃ³n de pantorrilla con una pierna sentado con palanca","Calves",50,"https://lyfta.app/images/exercises/12161101.png"
12171101,"MÃºsculo corporal. Vista frontal lateral","Full body",204,"https://lyfta.app/images/exercises/12171101.png"
12211101,"Encogimiento de hombros con palanca","Back",65,"https://lyfta.app/images/exercises/12211101.png"
12221101,"Dominadas asistidas con agarre cercano por debajo","Back",166,"https://lyfta.app/images/exercises/12221101.png"
12251101,"Prensas de placa fija","Shoulders",62,"https://lyfta.app/images/exercises/12251101.png"
12261101,"Press de hombros de pie con barra EZ","Shoulders",49,"https://lyfta.app/images/exercises/12261101.png"
12271101,"FlexiÃ³n de trÃ­ceps con un brazo de pie con cable","Triceps Upper Arms",4,"https://lyfta.app/images/exercises/12271101.png"
12291101,"FlexiÃ³n lateral con cable de pie","Back",9,"https://lyfta.app/images/exercises/12291101.png"
12301101,"Elevaciones frontales verticales alternas de pie con mancuernas","Shoulders",38,"https://lyfta.app/images/exercises/12301101.png"
12311101,"Press de hombros con un brazo sentado con mancuernas","Shoulders",154,"https://lyfta.app/images/exercises/12311101.png"
12351101,"Remo sentado con un brazo en palanca","Back",45,"https://lyfta.app/images/exercises/12351101.png"
12381101,"Fila de asientos","Back",39,"https://lyfta.app/images/exercises/12381101.png"
12421101,"Crujido","Waist",144,"https://lyfta.app/images/exercises/12421101.png"
12451101,"Levantar y mantener la pierna acostada","Hips",15,"https://lyfta.app/images/exercises/12451101.png"
12491101,"limpiaparabrisas","Waist",93,"https://lyfta.app/images/exercises/12491101.png"
12561101,"Press de banca declinado con agarre inverso","Chest",163,"https://lyfta.app/images/exercises/12561101.png"
12601101,"Press con cable declinado con un brazo","Chest",166,"https://lyfta.app/images/exercises/12601101.png"
12621101,"Mosca de pecho con declinaciÃ³n de un brazo con cable","Chest",144,"https://lyfta.app/images/exercises/12621101.png"
12671101,"Prensa con cable con un brazo sobre una pelota de ejercicio","Chest",88,"https://lyfta.app/images/exercises/12671101.png"
12721101,"Estiramiento de pecho con pelota de ejercicios","Chest",74,"https://lyfta.app/images/exercises/12721101.png"
12731101,"Aplaudir Empuje hacia arriba","Plyometrics",54,"https://lyfta.app/images/exercises/12731101.png"
12741101,"Flexiones profundas","Chest",9,"https://lyfta.app/images/exercises/12741101.png"
12781101,"Vuelo inclinado con mancuernas sobre pelota de ejercicio","Chest",167,"https://lyfta.app/images/exercises/12781101.png"
12791101,"InclinaciÃ³n con mancuernas con un brazo elevado","Chest",167,"https://lyfta.app/images/exercises/12791101.png"
12851101,"Mosca en banco con un brazo y mancuernas","Chest",85,"https://lyfta.app/images/exercises/12851101.png"
12891101,"Press de pecho inclinado con un brazo y mancuernas","Chest",144,"https://lyfta.app/images/exercises/12891101.png"
12911101,"Jersey con mancuernas de un brazo sobre pelota de ejercicio","Chest",167,"https://lyfta.app/images/exercises/12911101.png"
12921101,"Vuelo con una pierna con mancuernas sobre una pelota de ejercicio","Chest",167,"https://lyfta.app/images/exercises/12921101.png"
12951101,"Jersey con mancuernas sobre pelota de ejercicio","Chest",154,"https://lyfta.app/images/exercises/12951101.png"
12961101,"Pelota de ejercicio Pike Push up","Chest",104,"https://lyfta.app/images/exercises/12961101.png"
12981101,"Press de suelo con un brazo y pesa rusa","Chest",62,"https://lyfta.app/images/exercises/12981101.png"
13011101,"Press de pecho interior a mÃ¡quina","Chest",14,"https://lyfta.app/images/exercises/13011101.png"
13041101,"Empuje de pecho con balÃ³n medicinal Respuesta mÃºltiple","Chest",154,"https://lyfta.app/images/exercises/13041101.png"
13071101,"Empuje hacia arriba en la pelota Bosu","Chest",167,"https://lyfta.app/images/exercises/13071101.png"
13081101,"Press de banca con agarre ancho Smith","Chest",56,"https://lyfta.app/images/exercises/13081101.png"
13091101,"Press de banca declinado con agarre ancho Smith","Chest",152,"https://lyfta.app/images/exercises/13091101.png"
13121101,"Empuje de pecho con balÃ³n medicinal con liberaciÃ³n de carrera","Chest",154,"https://lyfta.app/images/exercises/13121101.png"
13161101,"Jersey con brazo doblado","Back",57,"https://lyfta.app/images/exercises/13161101.png"
13181101,"Remo en banco inclinado con cable","Back",167,"https://lyfta.app/images/exercises/13181101.png"
13221101,"Cable Cuerda ExtensiÃ³n Banco Inclinado Remo","Back",182,"https://lyfta.app/images/exercises/13221101.png"
13241101,"Fila superior","Back",132,"https://lyfta.app/images/exercises/13241101.png"
13261101,"Ãnimo","Back",5,"https://lyfta.app/images/exercises/13261101.png"
13271101,"Dominadas con agarre cerrado","Back",27,"https://lyfta.app/images/exercises/13271101.png"
13281101,"Remo deltoides posterior acostado","Back",26,"https://lyfta.app/images/exercises/13281101.png"
13341101,"ExtensiÃ³n de espalda con pelota de ejercicio con las manos detrÃ¡s de la cabeza","Back",119,"https://lyfta.app/images/exercises/13341101.png"
13361101,"ExtensiÃ³n de espalda con pelota de ejercicio con rotaciÃ³n","Back",204,"https://lyfta.app/images/exercises/13361101.png"
13371101,"Estiramiento de espalda con pelota de ejercicio","Back",182,"https://lyfta.app/images/exercises/13371101.png"
13381101,"Abrazo de pelota de ejercicio","Back",182,"https://lyfta.app/images/exercises/13381101.png"
13431101,"ElevaciÃ³n de piernas propensas a la pelota de ejercicio","Back",205,"https://lyfta.app/images/exercises/13431101.png"
13441101,"Remo inclinado con agarre inverso con barra EZ","Back",57,"https://lyfta.app/images/exercises/13441101.png"
13481101,"Remo vertical con agarre inverso y palanca","Back",29,"https://lyfta.app/images/exercises/13481101.png"
13511101,"Remo con agarre inverso y barra en T con palanca","Back",61,"https://lyfta.app/images/exercises/13511101.png"
13541101,"Golpe por encima de la cabeza con balÃ³n medicinal","Back",94,"https://lyfta.app/images/exercises/13541101.png"
13571101,"Colgar con una mano","Back",205,"https://lyfta.app/images/exercises/13571101.png"
13581101,"Estiramiento en el suelo tumbado de lado","Back",126,"https://lyfta.app/images/exercises/13581101.png"
13601101,"Remo con un brazo de Smith","Back",134,"https://lyfta.app/images/exercises/13601101.png"
13611101,"Remo inclinado con agarre inverso Smith","Back",71,"https://lyfta.app/images/exercises/13611101.png"
13651101,"Estiramiento de la parte superior de la espalda","Back",104,"https://lyfta.app/images/exercises/13651101.png"
13661101,"Perro mirando hacia arriba","Back",104,"https://lyfta.app/images/exercises/13661101.png"
13691101,"ElevaciÃ³n de pantorrilla con dos piernas con banda -","Calves",182,"https://lyfta.app/images/exercises/13691101.png"
13731101,"ElevaciÃ³n de pantorrillas de pie con peso corporal","Calves",12,"https://lyfta.app/images/exercises/13731101.png"
13751101,"ElevaciÃ³n de pantorrilla de pie","Calves",63,"https://lyfta.app/images/exercises/13751101.png"
13761101,"ElevaciÃ³n de pantorrilla con una pierna de pie con cable","Calves",167,"https://lyfta.app/images/exercises/13761101.png"
13771101,"Estiramiento de pantorrilla con las manos contra la pared","Calves",91,"https://lyfta.app/images/exercises/13771101.png"
13791101,"ElevaciÃ³n de pantorrilla sentado con mancuernas","Calves",21,"https://lyfta.app/images/exercises/13791101.png"
13801101,"ElevaciÃ³n de pantorrilla con una pierna sentado con mancuernas - Agarre de martillo","Calves",144,"https://lyfta.app/images/exercises/13801101.png"
13831101,"Hack de elevaciÃ³n de pantorrilla","Calves",23,"https://lyfta.app/images/exercises/13831101.png"
13841101,"Hackear elevaciÃ³n de pantorrilla con una pierna","Calves",104,"https://lyfta.app/images/exercises/13841101.png"
13881101,"Estiramiento de peroneos","Calves",182,"https://lyfta.app/images/exercises/13881101.png"
13891101,"Estiramiento del tibial posterior","Calves",182,"https://lyfta.app/images/exercises/13891101.png"
13911101,"Prensa de pantorrillas en trineo en prensa de piernas","Calves",17,"https://lyfta.app/images/exercises/13911101.png"
13941101,"Elevaciones de pantorrilla inversas Smith","Calves",92,"https://lyfta.app/images/exercises/13941101.png"
13951101,"ElevaciÃ³n de pantorrilla con una pierna sentado Smith","Calves",205,"https://lyfta.app/images/exercises/13951101.png"
13961101,"ElevaciÃ³n del dedo del pie de Smith","Calves",41,"https://lyfta.app/images/exercises/13961101.png"
13981101,"Estiramiento de la pantorrilla del gastrocnemio de pie","Calves",167,"https://lyfta.app/images/exercises/13981101.png"
13991101,"InmersiÃ³n en banco en el suelo","Triceps Upper Arms",12,"https://lyfta.app/images/exercises/13991101.png"
14031101,"Estiramiento lateral del cuello","Neck",41,"https://lyfta.app/images/exercises/14031101.png"
14041101,"Estiramiento de espalda","Back",20,"https://lyfta.app/images/exercises/14041101.png"
14061101,"Estiramiento acostado de los isquiotibiales","Hamstrings Thighs",113,"https://lyfta.app/images/exercises/14061101.png"
14071101,"Estiramiento de empuje de pantorrilla con las manos contra la pared","Calves",155,"https://lyfta.app/images/exercises/14071101.png"
14091101,"Puente de glÃºteos con barra","Hips",22,"https://lyfta.app/images/exercises/14091101.png"
14121101,"Curl de muÃ±eca con las palmas hacia arriba y con barra sobre un banco","Forearms",88,"https://lyfta.app/images/exercises/14121101.png"
14131101,"Curl con un brazo invertido con cable","Forearms",63,"https://lyfta.app/images/exercises/14131101.png"
14151101,"Curl de muÃ±eca neutro sentado con un brazo","Forearms",99,"https://lyfta.app/images/exercises/14151101.png"
14171101,"Pelota de ejercicio Patada diagonal con una pierna Curl de isquiotibiales","Hips",94,"https://lyfta.app/images/exercises/14171101.png"
14181101,"Abrazo fuerte al pecho","Hips",167,"https://lyfta.app/images/exercises/14181101.png"
14211101,"Push Up modificado hasta los antebrazos","Forearms",32,"https://lyfta.app/images/exercises/14211101.png"
14221101,"InclinaciÃ³n pÃ©lvica hacia el puente","Hips",114,"https://lyfta.app/images/exercises/14221101.png"
14301101,"InmersiÃ³n en el pecho","Chest",94,"https://lyfta.app/images/exercises/14301101.png"
14351101,"Sentadilla con barra baja","Quadriceps Thighs",57,"https://lyfta.app/images/exercises/14351101.png"
14361101,"Sentadilla con barra alta","Quadriceps Thighs",46,"https://lyfta.app/images/exercises/14361101.png"
14371101,"rizos de dedos","Forearms",22,"https://lyfta.app/images/exercises/14371101.png"
14391101,"Encogimiento de hombros sin agarre de palanca","Back",198,"https://lyfta.app/images/exercises/14391101.png"
14401101,"Elevaciones de brazos en plancha","Back",62,"https://lyfta.app/images/exercises/14401101.png"
14411101,"Curl de muÃ±eca inverso con un brazo sobre banco","Forearms",49,"https://lyfta.app/images/exercises/14411101.png"
14421101,"IsomÃ©trico de retenciÃ³n de inmersiÃ³n","Chest",144,"https://lyfta.app/images/exercises/14421101.png"
14461101,"Sentadilla con barra Zercher isomÃ©trica","Quadriceps Thighs",144,"https://lyfta.app/images/exercises/14461101.png"
14491101,"InclinaciÃ³n con mancuernas 30 grados Flye Hold isomÃ©trica","Chest",144,"https://lyfta.app/images/exercises/14491101.png"
14521101,"Crunch sentado con palanca","Waist",14,"https://lyfta.app/images/exercises/14521101.png"
14551101,"Press de pecho con palanca","Chest",8,"https://lyfta.app/images/exercises/14551101.png"
14591101,"Peso muerto rumano","Hips",6,"https://lyfta.app/images/exercises/14591101.png"
14621101,"Sentadilla completa con barra","Quadriceps Thighs",205,"https://lyfta.app/images/exercises/14621101.png"
14631101,"Prensa de piernas en trineo a 45Â°","Quadriceps Thighs",27,"https://lyfta.app/images/exercises/14631101.png"
14671101,"Flexiones en los antebrazos","Triceps Upper Arms",31,"https://lyfta.app/images/exercises/14671101.png"
14691101,"Plancha lateral","Hips",134,"https://lyfta.app/images/exercises/14691101.png"
14771101,"Contragolpe de pierna recta","Hips",56,"https://lyfta.app/images/exercises/14771101.png"
14801101,"Estiramiento de bÃ­ceps detrÃ¡s de la espalda","Biceps Upper Arms",36,"https://lyfta.app/images/exercises/14801101.png"
14811101,"Postura de yoga con arco","Hips",134,"https://lyfta.app/images/exercises/14811101.png"
14821101,"Postura de yoga de la cobra","Waist",28,"https://lyfta.app/images/exercises/14821101.png"
14871101,"Postura de yoga con soporte para los hombros","Waist",104,"https://lyfta.app/images/exercises/14871101.png"
14891101,"sentadilla mariquita","Quadriceps Thighs",15,"https://lyfta.app/images/exercises/14891101.png"
14921101,"Estiramiento de fondos de trÃ­ceps","Triceps Upper Arms",60,"https://lyfta.app/images/exercises/14921101.png"
14931101,"Postura de la rueda Postura de yoga","Waist",85,"https://lyfta.app/images/exercises/14931101.png"
14951101,"Crujido oblicuo","Waist",50,"https://lyfta.app/images/exercises/14951101.png"
14991101,"Press de hombros con banda detrÃ¡s del cuello","Shoulders",144,"https://lyfta.app/images/exercises/14991101.png"
15001101,"Remo vertical con banda","Shoulders",155,"https://lyfta.app/images/exercises/15001101.png"
15021101,"Empuje de banda","Triceps Upper Arms",71,"https://lyfta.app/images/exercises/15021101.png"
15071101,"FlexiÃ³n de cadera con banda","Hips",59,"https://lyfta.app/images/exercises/15071101.png"
15091101,"Sentadilla en banco con barra","Thighs",205,"https://lyfta.app/images/exercises/15091101.png"
15131101,"banda buenos dias","Hips",183,"https://lyfta.app/images/exercises/15131101.png"
15141101,"Cuarto de sentadilla","Thighs",118,"https://lyfta.app/images/exercises/15141101.png"
15151101,"Peso muerto limpio con barra","Thighs",155,"https://lyfta.app/images/exercises/15151101.png"
15161101,"Barra limpia de bloques","Weightlifting",205,"https://lyfta.app/images/exercises/15161101.png"
15181101,"Estocada en banco con declinaciÃ³n con barra","Thighs",205,"https://lyfta.app/images/exercises/15181101.png"
15191101,"Smith buenos dÃ­as fuera Chapas","Hips",83,"https://lyfta.app/images/exercises/15191101.png"
15231101,"Arranque colgante con barra por debajo de las rodillas","Weightlifting",205,"https://lyfta.app/images/exercises/15231101.png"
15301101,"Arranque de potencia con barra","Weightlifting",100,"https://lyfta.app/images/exercises/15301101.png"
15311101,"Arranque de potencia con barra desde bloques","Weightlifting",205,"https://lyfta.app/images/exercises/15311101.png"
15331101,"Arranque con barra","Weightlifting",144,"https://lyfta.app/images/exercises/15331101.png"
15341101,"Equilibrio de arranque con barra","Weightlifting",205,"https://lyfta.app/images/exercises/15341101.png"
15361101,"Arranque con barra desde bloques","Weightlifting",206,"https://lyfta.app/images/exercises/15361101.png"
15371101,"Barra dividida limpia","Weightlifting",134,"https://lyfta.app/images/exercises/15371101.png"
15381101,"Jerk dividido con barra","Weightlifting",206,"https://lyfta.app/images/exercises/15381101.png"
